"Sample" "Family.ID" "Population" "Population.Description" "Gender" "Relationship" "superpop"
"329" "HG00630" "SH069" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"330" "HG00631" "SH070" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"331" "HG00632" "SH070" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"332" "HG00633" "SH070" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"333" "HG00634" "SH071" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"334" "HG00635" "SH071" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"335" "HG00636" "SH071" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"336" "HG00637" "PR03" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"337" "HG00638" "PR03" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"338" "HG00639" "PR03" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"339" "HG00640" "PR04" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"340" "HG00641" "PR04" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"341" "HG00642" "PR04" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"342" "HG00650" "SH072" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"343" "HG00651" "SH072" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"344" "HG00652" "SH072" "CHS" "Southern Han Chinese, China" "female" "child" "EAS"
"345" "HG00653" "SH073" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"346" "HG00654" "SH073" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"347" "HG00655" "SH073" "CHS" "Southern Han Chinese, China" "female" "child" "EAS"
"348" "HG00656" "SH074" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"349" "HG00657" "SH074" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"350" "HG00658" "SH074" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"351" "HG00662" "SH076" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"352" "HG00663" "SH076" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"353" "HG00664" "SH076" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"354" "HG00671" "SH079" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"355" "HG00672" "SH079" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"356" "HG00673" "SH079" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"357" "HG00674" "SH080" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"358" "HG00675" "SH080" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"359" "HG00676" "SH080" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"360" "HG00683" "SH083" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"361" "HG00684" "SH083" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"362" "HG00685" "SH083" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"363" "HG00689" "SH085" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"364" "HG00690" "SH085" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"365" "HG00691" "SH085" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"366" "HG00692" "SH086" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"367" "HG00693" "SH086" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"368" "HG00694" "SH086" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"369" "HG00698" "SH088" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"370" "HG00699" "SH088" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"371" "HG00700" "SH088" "CHS" "Southern Han Chinese, China" "female" "child" "EAS"
"372" "HG00701" "SH089" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"373" "HG00702" "SH089" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"374" "HG00703" "SH089" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"375" "HG00704" "SH090" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"376" "HG00705" "SH090" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"377" "HG00706" "SH090" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"378" "HG00707" "SH091" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"379" "HG00708" "SH091" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"380" "HG00709" "SH091" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"381" "HG00716" "SH094" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"382" "HG00717" "SH094" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"383" "HG00718" "SH094" "CHS" "Southern Han Chinese, China" "male" "child" "EAS"
"384" "HG00728" "SH098" "CHS" "Southern Han Chinese, China" "male" "father" "EAS"
"385" "HG00729" "SH098" "CHS" "Southern Han Chinese, China" "female" "mother" "EAS"
"386" "HG00730" "SH098" "CHS" "Southern Han Chinese, China" "female" "child" "EAS"
"387" "HG00731" "PR05" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"388" "HG00732" "PR05" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"389" "HG00733" "PR05" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"390" "HG00734" "PR06" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"391" "HG00735" "PR06" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"392" "HG00736" "PR07" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"393" "HG00737" "PR07" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"394" "HG00738" "PR07" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"395" "HG00739" "PR09" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"396" "HG00740" "PR09" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"397" "HG00741" "PR09" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"398" "HG00742" "PR10" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"399" "HG00743" "PR10" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"400" "HG00759" "HG00759" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"401" "HG00766" "HG00766" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"402" "HG00844" "HG00844" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"403" "HG00851" "HG00851" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"404" "HG00864" "HG00864" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"405" "HG00866" "CDX1" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"406" "HG00867" "CDX1" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"407" "HG00879" "HG00879" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"408" "HG00881" "HG00881" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"409" "HG00956" "HG00956" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"410" "HG00978" "HG00978" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"411" "HG00982" "HG00982" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"412" "HG00983" "HG00983" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"413" "HG01028" "HG01028" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"414" "HG01029" "HG01029" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"415" "HG01031" "HG01031" "CDX" "Chinese Dai in Xishuangbanna, China" "male" "" "EAS"
"416" "HG01046" "HG01046" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"417" "HG01047" "PR06" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"418" "HG01048" "PR08" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"419" "HG01049" "PR08" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"420" "HG01050" "PR08" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"421" "HG01051" "PR11" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"422" "HG01052" "PR11" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"423" "HG01053" "PR11" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"424" "HG01054" "PR12" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"425" "HG01055" "PR12" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"426" "HG01056" "PR12" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"427" "HG01058" "PR13" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"428" "HG01060" "PR14" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"429" "HG01061" "PR14" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"430" "HG01062" "PR14" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"431" "HG01063" "PR15" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"432" "HG01064" "PR15" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"433" "HG01066" "PR16" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"434" "HG01067" "PR16" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"435" "HG01068" "PR16" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"436" "HG01069" "PR17" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"437" "HG01070" "PR17" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"438" "HG01071" "PR17" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"439" "HG01072" "PR18" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"440" "HG01073" "PR18" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"441" "HG01074" "PR18" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"442" "HG01075" "PR01" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"443" "HG01077" "PR20" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"444" "HG01079" "PR21" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"445" "HG01080" "PR21" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"446" "HG01081" "PR21" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"447" "HG01082" "PR28" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"448" "HG01083" "PR28" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"449" "HG01084" "PR28" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"450" "HG01085" "PR26" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"451" "HG01086" "PR26" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"452" "HG01087" "PR26" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"453" "HG01088" "PR27" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"454" "HG01089" "PR27" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"455" "HG01090" "PR27" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"456" "HG01092" "PR30" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"457" "HG01094" "PR29" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"458" "HG01095" "PR29" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"459" "HG01096" "PR29" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"460" "HG01097" "PR31" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"461" "HG01098" "PR31" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"462" "HG01099" "PR31" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"463" "HG01100" "PR32" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"464" "HG01101" "PR19" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"465" "HG01102" "PR19" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"466" "HG01103" "PR19" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"467" "HG01104" "PR25" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"468" "HG01105" "PR25" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"469" "HG01106" "PR25" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"470" "HG01107" "PR33" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"471" "HG01108" "PR33" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"472" "HG01109" "PR33" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"473" "HG01110" "PR34" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"474" "HG01111" "PR34" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"475" "HG01112" "CLM03" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"476" "HG01113" "CLM03" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"477" "HG01114" "CLM03" "CLM" "Colombian in Medellin, Colombia" "female" "child" "AMR"
"478" "HG01119" "CLM01" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"479" "HG01121" "CLM02" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"480" "HG01122" "CLM02" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"481" "HG01123" "CLM02" "CLM" "Colombian in Medellin, Colombia" "female" "child" "AMR"
"482" "HG01124" "CLM04" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"483" "HG01125" "CLM04" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"484" "HG01126" "CLM04" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"485" "HG01130" "CLM06" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"486" "HG01131" "CLM06" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"487" "HG01133" "CLM07" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"488" "HG01134" "CLM07" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"489" "HG01135" "CLM07" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"490" "HG01136" "CLM08" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"491" "HG01137" "CLM08" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"492" "HG01138" "CLM08" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"493" "HG01139" "CLM09" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"494" "HG01140" "CLM09" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"495" "HG01141" "CLM09" "CLM" "Colombian in Medellin, Colombia" "female" "child" "AMR"
"496" "HG01142" "CLM10" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"497" "HG01148" "CLM12" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"498" "HG01149" "CLM12" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"499" "HG01150" "CLM12" "CLM" "Colombian in Medellin, Colombia" "female" "child" "AMR"
"500" "HG01161" "PR35" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"501" "HG01162" "PR35" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"502" "HG01164" "PR37" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"503" "HG01167" "PR39" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"504" "HG01168" "PR39" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"505" "HG01169" "PR39" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"506" "HG01170" "PR24" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"507" "HG01171" "PR24" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"508" "HG01172" "PR24" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"509" "HG01173" "PR36" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"510" "HG01174" "PR36" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"511" "HG01175" "PR36" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"512" "HG01176" "PR42" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"513" "HG01177" "PR42" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"514" "HG01178" "PR42" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"515" "HG01182" "PR44" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"516" "HG01183" "PR44" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"517" "HG01184" "PR44" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"518" "HG01187" "PR38" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"519" "HG01188" "PR38" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"520" "HG01189" "PR38" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"521" "HG01190" "PR40" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"522" "HG01191" "PR40" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"523" "HG01192" "PR40" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"524" "HG01195" "PR45" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"525" "HG01197" "PR46" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"526" "HG01198" "PR46" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"527" "HG01199" "PR46" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"528" "HG01200" "PR47" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"529" "HG01204" "PR49" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"530" "HG01205" "PR49" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"531" "HG01206" "PR49" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"532" "HG01241" "PR22" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"533" "HG01242" "PR22" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"534" "HG01243" "PR22" "PUR" "Puerto Rican in Puerto Rico" "male" "child" "AMR"
"535" "HG01247" "PR32" "PUR" "Puerto Rican in Puerto Rico" "male" "father" "AMR"
"536" "HG01248" "PR32" "PUR" "Puerto Rican in Puerto Rico" "female" "mother" "AMR"
"537" "HG01249" "PR34" "PUR" "Puerto Rican in Puerto Rico" "female" "child" "AMR"
"538" "HG01250" "CLM14" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"539" "HG01251" "CLM14" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"540" "HG01252" "CLM14" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"541" "HG01253" "CLM15" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"542" "HG01254" "CLM15" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"543" "HG01255" "CLM15" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"544" "HG01256" "CLM16" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"545" "HG01257" "CLM16" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"546" "HG01258" "CLM16" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"547" "HG01259" "CLM17" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"548" "HG01260" "CLM17" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"549" "HG01261" "CLM17" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"550" "HG01269" "CLM20" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"551" "HG01271" "CLM21" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"552" "HG01272" "CLM21" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"553" "HG01273" "CLM21" "CLM" "Colombian in Medellin, Colombia" "male" "child" "AMR"
"554" "HG01274" "CLM22" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"555" "HG01275" "CLM22" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
"556" "HG01276" "CLM22" "CLM" "Colombian in Medellin, Colombia" "female" "child" "AMR"
"557" "HG01277" "CLM23" "CLM" "Colombian in Medellin, Colombia" "male" "father" "AMR"
"558" "HG01278" "CLM23" "CLM" "Colombian in Medellin, Colombia" "female" "mother" "AMR"
